Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,UF,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
4913,27/02/2019,60,25,57,16,24,7.527.46350,0,&nbsp,&nbsp,000,53,8.18854,5360,12175.0,142026,252,SIM,2.078.83014,3.000.00000,75.660.40249
4914,28/02/2019,35,72,46,8,37,7.629.86850,1,SALVADOR,BA,2.889.16596,82,5.36459,5097,12978.0,136170,267,NÃO,000,600.00000,76.007.68928
4915,01/03/2019,51,1,66,67,31,6.211.67550,0,&nbsp,&nbsp,000,62,5.77631,3605,14938.0,96256,307,SIM,659.71559,1.300.00000,76.290.42454
4916,02/03/2019,45,35,50,27,39,6.295.04400,0,&nbsp,&nbsp,000,48,7.56121,3903,13983.0,109403,274,SIM,1.328.28538,2.100.00000,76.576.95447
4917,06/03/2019,67,1,53,18,41,7.533.43500,0,&nbsp,&nbsp,000,55,7.89703,4498,14520.0,130365,275,SIM,2.128.37941,3.000.00000,76.919.85193
4918,07/03/2019,35,8,77,18,25,7.862.90850,0,&nbsp,&nbsp,000,79,5.73839,6788,10042.0,169107,221,SIM,2.963.46543,3.800.00000,77.277.74595
4919,08/03/2019,7,63,17,19,40,9.128.68650,0,&nbsp,&nbsp,000,116,4.53716,8722,9074.0,207987,209,SIM,3.932.98433,5.000.00000,77.693.25406
4920,09/03/2019,50,56,15,64,11,9.667.80450,1,SÃO PAULO,SP,4.959.76065,89,6.26284,6778,12366.0,176201,261,NÃO,000,600.00000,78.133.30108
4921,11/03/2019,78,31,5,66,14,5.973.17850,0,&nbsp,&nbsp,000,56,6.14966,3864,13402.0,109812,259,SIM,634.38583,1.300.00000,78.405.18074
4922,12/03/2019,2,31,45,33,72,7.009.25250,0,&nbsp,&nbsp,000,68,5.94287,5106,11901.0,135354,246,SIM,1.378.80867,2.200.00000,78.724.21912
4923,13/03/2019,15,49,1,34,29,7.776.87300,1,ITAJAÍ,SC,2.204.75722,81,5.53546,5746,11734.0,151093,245,NÃO,000,600.00000,79.078.19708
4924,14/03/2019,42,31,19,63,33,5.864.44200,0,&nbsp,&nbsp,000,64,5.28300,4810,10570.0,120212,232,SIM,622.83739,1.300.00000,79.345.12741
4925,15/03/2019,40,79,66,9,2,7.136.97900,0,&nbsp,&nbsp,000,70,5.87828,5019,12328.0,129010,263,SIM,1.380.82552,2.200.00000,79.669.97948
4926,16/03/2019,14,27,61,12,46,7.349.38350,0,&nbsp,&nbsp,000,81,5.23118,5758,11066.0,144614,242,SIM,2.161.37222,3.000.00000,80.004.49952
4927,18/03/2019,49,11,19,77,14,7.848.82050,0,&nbsp,&nbsp,000,132,3.42818,8368,8131.0,180693,207,SIM,2.994.96201,4.000.00000,80.361.75229
4928,19/03/2019,2,47,68,24,16,8.337.99600,0,&nbsp,&nbsp,000,109,4.41031,7265,9950.0,163418,243,SIM,3.880.50504,5.000.00000,80.741.27075
4929,20/03/2019,35,50,15,62,43,9.202.20300,0,&nbsp,&nbsp,000,68,7.80219,5869,13593.0,157450,278,SIM,4.857.83182,6.000.00000,81.160.12510
4930,21/03/2019,60,13,25,29,36,10.015.98450,0,&nbsp,&nbsp,000,103,5.60648,8239,10539.0,204635,233,SIM,5.921.58686,7.000.00000,81.616.02013
4931,22/03/2019,17,14,26,51,67,11.719.44300,0,&nbsp,&nbsp,000,128,5.27875,9178,11070.0,230463,242,SIM,7.166.25897,8.500.00000,82.149.45105
4932,23/03/2019,75,52,35,69,79,12.240.70500,0,&nbsp,&nbsp,000,84,8.40157,7485,14178.0,194721,299,SIM,8.466.29210,9.600.00000,82.706.60812
4933,25/03/2019,41,7,31,8,62,13.237.17450,0,&nbsp,&nbsp,000,78,9.78440,8351,13742.0,234458,269,SIM,9.872.15602,11.500.00000,83.309.12124
4934,26/03/2019,57,37,1,44,80,15.666.67500,0,&nbsp,&nbsp,000,217,4.16246,13069,10393.0,308532,242,SIM,11.536.04683,13.000.00000,84.022.21732
4935,27/03/2019,10,45,63,23,78,17.002.85100,0,&nbsp,&nbsp,000,234,4.18928,14555,10127.0,342441,236,SIM,13.341.84722,15.000.00000,84.796.13178
4936,28/03/2019,58,66,2,64,13,18.314.13000,0,&nbsp,&nbsp,000,147,7.18294,13319,11921.0,352686,247,SIM,15.286.91295,17.000.00000,85.629.73139
4937,29/03/2019,35,67,33,36,60,21.274.79250,1,MANAUS,AM,17.546.41805,234,5.24184,16658,11072.0,385543,263,NÃO,000,600.00000,86.598.09074
4938,30/03/2019,73,42,12,76,49,6.206.62200,0,&nbsp,&nbsp,000,62,5.77162,4321,12453.0,105807,279,SIM,659.17887,1.400.00000,86.880.59597
4939,01/04/2019,5,69,12,44,18,7.466.28000,0,&nbsp,&nbsp,000,158,2.72446,9881,6551.0,183699,193,SIM,1.452.14066,2.300.00000,87.220.43676
4940,02/04/2019,72,70,1,17,8,8.393.76450,0,&nbsp,&nbsp,000,94,5.14829,5936,12259.0,159348,251,SIM,2.343.60663,3.200.00000,87.602.49361
4941,03/04/2019,34,74,61,16,58,9.179.59500,0,&nbsp,&nbsp,000,79,6.69931,5918,13448.0,145832,300,SIM,3.318.53231,4.300.00000,88.020.31891
4942,04/04/2019,32,43,49,30,34,9.899.72850,0,&nbsp,&nbsp,000,79,7.22487,6652,12902.0,166220,283,SIM,4.369.94029,5.500.00000,88.470.92235
4943,05/04/2019,33,10,5,62,49,11.210.32500,2,GONÇALVES DIAS,MA,2.780.27057,174,3.71452,12094,8036.0,257578,207,NÃO,000,700.00000,88.981.17988
4943,05/04/2019,33,10,5,62,49,11.210.32500,2,BALNEÁRIO CAMBORIÚ,SC,2.780.27057,174,3.71452,12094,8036.0,257578,207,NÃO,000,700.00000,88.981.17988
4944,06/04/2019,45,3,29,61,76,6.460.58700,0,&nbsp,&nbsp,000,36,10.34673,3714,15081.0,106911,288,SIM,686.15142,1.400.00000,89.275.24479
4945,08/04/2019,5,31,8,76,39,7.239.62550,0,&nbsp,&nbsp,000,72,5.79719,5271,11907.0,142870,241,SIM,1.455.04119,2.300.00000,89.604.76900
4946,09/04/2019,49,53,74,37,52,8.040.42450,0,&nbsp,&nbsp,000,58,7.99253,6070,11484.0,135384,283,SIM,2.308.98043,3.200.00000,89.970.74297
4947,10/04/2019,54,37,49,48,10,8.846.83200,0,&nbsp,&nbsp,000,93,5.48452,7082,10830.0,178325,236,SIM,3.248.56476,4.200.00000,90.373.42198
4948,11/04/2019,10,78,16,76,65,9.563.60250,0,&nbsp,&nbsp,000,87,6.33776,5762,14389.0,160714,283,SIM,4.264.27424,5.300.00000,90.808.72607
4949,12/04/2019,70,14,68,80,62,10.544.42250,0,&nbsp,&nbsp,000,72,8.44353,6557,13942.0,157397,319,SIM,5.384.15243,6.500.00000,91.288.67389
4950,13/04/2019,2,6,26,68,37,10.022.94000,0,&nbsp,&nbsp,000,96,6.01946,7855,11062.0,193197,247,SIM,6.448.64619,7.500.00000,91.744.88551
4951,15/04/2019,65,74,56,33,8,10.922.32350,1,SÃO JOSÉ DOS CAMPOS,SP,7.608.65964,157,4.01097,8327,11372.0,197693,263,NÃO,000,600.00000,92.242.03415
4952,16/04/2019,46,31,50,7,11,5.780.18850,1,PORTO UNIÃO,SC,613.88919,81,4.11425,4312,11621.0,111769,246,NÃO,000,600.00000,92.505.12953
4953,17/04/2019,60,71,23,14,15,6.074.37900,0,&nbsp,&nbsp,000,27,12.97095,3576,14727.0,104780,276,SIM,645.13391,1.400.00000,92.781.61551
4954,18/04/2019,23,74,73,75,24,6.811.67400,0,&nbsp,&nbsp,000,79,4.97119,4709,12541.0,111193,292,SIM,1.368.57278,2.200.00000,93.091.66076
4955,20/04/2019,6,13,52,36,39,6.958.65450,1,JACUPIRANGA,SP,2.107.62182,120,3.34332,7173,8410.0,155158,213,NÃO,000,600.00000,93.408.39608
4956,22/04/2019,9,28,50,36,74,5.643.67500,0,&nbsp,&nbsp,000,31,10.49625,3545,13802.0,95410,282,SIM,599.39067,1.350.00000,93.665.27782
4957,23/04/2019,14,62,75,8,30,6.008.86500,0,&nbsp,&nbsp,000,48,7.21747,3466,15030.0,100660,284,SIM,1.237.56661,2.000.00000,93.938.78181
4958,24/04/2019,65,30,76,74,42,7.190.48700,0,&nbsp,&nbsp,000,36,11.51568,3507,17776.0,100874,339,SIM,2.001.23760,3.000.00000,94.266.06939
4959,25/04/2019,36,41,71,1,13,7.312.74450,0,&nbsp,&nbsp,000,62,6.80021,5637,11247.0,139196,250,SIM,2.777.89304,4.000.00000,94.598.92173
4960,26/04/2019,62,23,56,18,68,8.413.12350,0,&nbsp,&nbsp,000,90,5.38950,6353,11481.0,154424,259,SIM,3.671.41504,4.600.00000,94.981.85975
4961,27/04/2019,11,55,2,5,73,8.316.38850,0,&nbsp,&nbsp,000,117,4.09810,9192,7843.0,201723,196,SIM,4.554.66323,5.500.00000,95.360.39470
4962,29/04/2019,39,13,73,53,72,9.026.42700,0,&nbsp,&nbsp,000,100,5.20415,6549,11949.0,163884,262,SIM,5.513.32159,6.500.00000,95.771.24830
4963,30/04/2019,70,41,2,36,9,10.606.13700,0,&nbsp,&nbsp,000,73,8.37660,7325,12553.0,191915,263,SIM,6.639.75422,7.800.00000,96.254.00515
4964,02/05/2019,50,46,61,13,72,11.062.80900,0,&nbsp,&nbsp,000,87,7.33128,6584,14567.0,178351,295,SIM,7.814.68803,9.000.00000,96.757.54823
4965,03/05/2019,14,12,34,44,56,12.014.75250,0,&nbsp,&nbsp,000,162,4.27596,12522,8318.0,263058,217,SIM,9.090.72371,10.500.00000,97.304.42067
4966,04/05/2019,20,79,27,49,61,12.306.31050,0,&nbsp,&nbsp,000,99,7.16681,6706,15910.0,189730,309,SIM,10.397.72452,11.700.00000,97.864.56389
4967,06/05/2019,27,13,39,77,20,13.691.24100,0,&nbsp,&nbsp,000,144,5.48168,11216,10583.0,284915,229,SIM,11.851.81291,13.300.00000,98.487.74464
4968,07/05/2019,72,76,53,27,38,15.062.58900,1,RIO DE JANEIRO,RJ,13.451.54632,157,5.53138,10595,12325.0,259230,277,NÃO,000,600.00000,99.173.34469
4969,08/05/2019,24,20,23,48,41,6.825.64050,0,&nbsp,&nbsp,000,63,6.24650,4441,13325.0,120967,269,SIM,724.92220,1.500.00000,99.484.02564
4970,09/05/2019,42,48,75,31,60,7.059.99000,0,&nbsp,&nbsp,000,35,11.62973,3415,17923.0,99663,337,SIM,1.474.73365,2.300.00000,99.805.37343
4971,10/05/2019,72,30,70,28,73,8.221.51650,0,&nbsp,&nbsp,000,43,11.02344,4246,16787.0,115146,340,SIM,2.347.90589,3.200.00000,100.179.59011
4972,11/05/2019,13,40,4,7,29,8.215.87950,1,AVELINO LOPES,PI,3.220.47944,179,2.64627,11641,6118.0,217119,180,NÃO,000,600.00000,100.553.55022
4973,13/05/2019,48,46,17,55,79,6.030.26250,0,&nbsp,&nbsp,000,55,6.32131,4213,12409.0,107263,268,SIM,640.44849,1.350.00000,100.828.02815
4974,14/05/2019,30,4,13,50,28,7.208.72850,0,&nbsp,&nbsp,000,89,4.66984,6792,9201.0,155612,220,SIM,1.406.05683,2.200.00000,101.156.14601
4975,15/05/2019,80,48,76,77,73,8.068.35000,2,UNAI,MG,1.131.48096,118,3.94218,7074,9888.0,134234,286,NÃO,000,600.00000,101.523.39105
4975,15/05/2019,80,48,76,77,73,8.068.35000,2,ALEGRETE,RS,1.131.48096,118,3.94218,7074,9888.0,134234,286,NÃO,000,600.00000,101.523.39105
4976,16/05/2019,38,17,75,19,30,6.043.73250,0,&nbsp,&nbsp,000,45,7.74331,4067,12883.0,116140,248,SIM,641.87908,1.400.00000,101.798.48209
4977,17/05/2019,66,2,4,43,31,7.391.29800,0,&nbsp,&nbsp,000,64,6.65847,5199,12325.0,145951,241,SIM,1.426.87734,2.200.00000,102.134.90994
4978,18/05/2019,33,7,32,4,40,7.681.02450,0,&nbsp,&nbsp,000,116,3.81764,8335,7989.0,172176,212,SIM,2.242.64623,3.200.00000,102.484.52518
4979,20/05/2019,15,68,40,78,61,8.463.32850,1,BALNEÁRIO BARRA DO SUL,SC,3.141.50029,53,9.20659,3909,18771.0,113168,356,NÃO,000,600.00000,102.869.74837
4980,21/05/2019,50,2,9,35,34,5.892.77250,1,CAMBIRA,PR,625.84625,61,5.56959,5397,9466.0,120648,232,NÃO,000,600.00000,103.137.96821
4981,22/05/2019,47,61,35,57,12,6.073.04700,0,&nbsp,&nbsp,000,45,7.78086,4222,12470.0,104616,276,SIM,644.99244,1.350.00000,103.414.39356
4982,23/05/2019,70,2,31,21,60,6.574.03800,0,&nbsp,&nbsp,000,43,8.81450,3468,16434.0,100512,311,SIM,1.343.19300,2.000.00000,103.713.62238
4983,24/05/2019,49,45,66,4,25,7.563.19200,0,&nbsp,&nbsp,000,71,6.14158,6015,10901.0,156525,230,SIM,2.146.44740,3.000.00000,104.057.87428
4984,25/05/2019,8,76,61,13,29,7.964.91150,0,&nbsp,&nbsp,000,65,7.06482,5858,11788.0,154603,245,SIM,2.992.36671,4.000.00000,104.420.41115
4985,27/05/2019,25,22,10,51,45,8.531.01000,0,&nbsp,&nbsp,000,131,3.75459,8705,8496.0,187499,216,SIM,3.898.40893,5.000.00000,104.808.71497
4986,28/05/2019,32,71,30,65,6,8.935.68750,0,&nbsp,&nbsp,000,52,9.90736,4914,15765.0,137366,310,SIM,4.847.43023,6.000.00000,105.215.43840
4987,29/05/2019,37,75,2,39,34,9.571.58400,0,&nbsp,&nbsp,000,103,5.35772,7476,11100.0,173161,263,SIM,5.863.98739,7.000.00000,105.651.10576
4988,30/05/2019,64,58,32,18,56,9.785.05650,0,&nbsp,&nbsp,000,124,4.54962,7614,11141.0,177213,263,SIM,6.903.21655,8.000.00000,106.096.48971
4989,31/05/2019,67,54,69,24,52,11.126.87400,1,UBERLÂNDIA,MG,8.084.95443,180,3.56397,9313,10358.0,203777,260,NÃO,000,600.00000,106.602.94881
4990,01/06/2019,24,63,17,71,27,6.009.91050,0,&nbsp,&nbsp,000,52,6.66344,4157,12534.0,114848,249,SIM,638.28699,1.300.00000,106.876.50037
4991,03/06/2019,50,63,61,60,25,6.882.17100,1,LONTRAS,SC,1.369.21305,38,10.44180,3644,16374.0,98076,334,NÃO,000,600.00000,107.189.75442
4992,04/06/2019,28,41,71,64,27,5.992.61850,0,&nbsp,&nbsp,000,33,10.46975,3090,16813.0,91213,313,SIM,636.45048,1.300.00000,107.462.51892
4993,05/06/2019,75,52,26,3,63,7.154.99850,1,SANTOS,SP,1.396.35238,76,5.42787,4790,12950.0,124243,274,NÃO,000,600.00000,107.788.19119
4994,06/06/2019,73,3,44,57,36,6.079.03200,0,&nbsp,&nbsp,000,58,6.04282,4963,10619.0,122165,237,SIM,645.62809,1.400.00000,108.064.88895
4995,07/06/2019,67,32,6,43,49,7.462.47600,0,&nbsp,&nbsp,000,74,5.81413,5684,11382.0,134826,263,SIM,1.438.18587,2.200.00000,108.404.55659
4996,08/06/2019,35,54,52,3,75,7.495.02750,0,&nbsp,&nbsp,000,75,5.76163,7201,9023.0,143990,248,SIM,2.234.20080,3.000.00000,108.745.70586
4997,10/06/2019,43,75,57,30,10,7.799.43450,0,&nbsp,&nbsp,000,61,7.37168,5402,12517.0,142730,260,SIM,3.062.54550,4.000.00000,109.100.71074
4998,11/06/2019,29,40,21,10,12,8.929.66350,0,&nbsp,&nbsp,000,127,4.05382,8216,9422.0,184181,231,SIM,4.010.92702,5.000.00000,109.507.15998
4999,12/06/2019,46,55,39,66,70,9.600.84300,0,&nbsp,&nbsp,000,55,10.06423,4973,16737.0,141698,323,SIM,5.030.59165,6.200.00000,109.944.15913
5000,13/06/2019,9,12,59,36,35,9.325.02900,0,&nbsp,&nbsp,000,155,3.46858,9523,8489.0,202920,219,SIM,6.020.96326,7.000.00000,110.368.60412
5001,14/06/2019,12,80,32,64,45,10.597.91550,0,&nbsp,&nbsp,000,66,9.25785,7053,13027.0,189597,266,SIM,117.997.50947,140.000.00000,117.997.50947
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AL,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AL,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AM,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AP,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AP,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AP,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AP,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AP,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,AP,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
5002,24/06/2019,53,27,79,17,78,170.429.09850,0,,BA,000,1577,97.45178,126311,11698.0,3205181,253,NÃO,000,600.00000,000
