Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_Números,Cidade,UF,Ganhadores_14_Números,Ganhadores_13_Números,Ganhadores_12_Números,Ganhadores_11_Números,Valor_Rateio_15_Números,Valor_Rateio_14_Números,Valor_Rateio_13_Números,Valor_Rateio_12_Números,Valor_Rateio_11_Números,Acumulado_15_Números,Estimativa_Premio,Valor_Acumulado_Especial
994,13/12/2013,25,23,12,18,8,15,5,11,16,9,3,22,13,7,14,19.884.80750,4,VIRADOURO,SP,665,29090,284340,1483517,370.71164,98015.0,1250,500,250,000,1.500.00000,15.553.19477
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,SIMÕES FILHO,BA,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,CARMO DO PARANAÍBA,MG,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,PONTE NOVA,MG,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,VÁRZEA GRANDE,MT,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,TUCURUI,PA,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,NATAL,RN,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,SÃO PAULO,SP,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.59375,8,PALMAS,TO,1390,47471,315664,1506672,144.48525,36552.0,1250,500,250,000,1.500.00000,15.819.93679
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.59625,6,CONSELHEIRO PENA,MG,542,21222,254504,1323203,263.71790,1.28324,1250,500,250,000,1.500.00000,16.185.08466
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.59625,6,LONDRINA,PR,542,21222,254504,1323203,263.71790,1.28324,1250,500,250,000,1.500.00000,16.185.08466
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.59625,6,ITATIBA DO SUL,RS,542,21222,254504,1323203,263.71790,1.28324,1250,500,250,000,1.500.00000,16.185.08466
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.59625,6,SÃO BORJA,RS,542,21222,254504,1323203,263.71790,1.28324,1250,500,250,000,1.500.00000,16.185.08466
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.59625,6,JAÚ,SP,542,21222,254504,1323203,263.71790,1.28324,1250,500,250,000,1.500.00000,16.185.08466
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.59625,6,MAIRIPORÃ,SP,542,21222,254504,1323203,263.71790,1.28324,1250,500,250,000,1.500.00000,16.185.08466
997,20/12/2013,2,24,22,4,18,7,15,10,19,5,12,23,16,17,9,18.814.73000,1,RIO DE JANEIRO,RJ,888,26803,270089,1356413,1.458.53301,72197.0,1250,500,250,000,1.500.00000,16.521.66920
998,23/12/2013,19,1,5,3,22,2,14,12,9,20,11,17,21,23,4,18.894.19625,4,MANAUS,AM,503,19696,252244,1404744,375.12275,1.31124,1250,500,250,000,1.500.00000,16.867.93636
998,23/12/2013,19,1,5,3,22,2,14,12,9,20,11,17,21,23,4,18.894.19625,4,ITABUNA,BA,503,19696,252244,1404744,375.12275,1.31124,1250,500,250,000,1.500.00000,16.867.93636
998,23/12/2013,19,1,5,3,22,2,14,12,9,20,11,17,21,23,4,18.894.19625,4,Aracaju,SE,503,19696,252244,1404744,375.12275,1.31124,1250,500,250,000,1.500.00000,16.867.93636
998,23/12/2013,19,1,5,3,22,2,14,12,9,20,11,17,21,23,4,18.894.19625,4,TAPIRATIBA,SP,503,19696,252244,1404744,375.12275,1.31124,1250,500,250,000,1.500.00000,16.867.93636
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,MANAUS,AM,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,RUY BARBOSA,BA,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,VALENÇA,BA,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,FORTALEZA,CE,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,BRASÍLIA,DF,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,GOIÂNIA,GO,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,IPAMERI,GO,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,GUARANÉSIA,MG,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,JURAMENTO,MG,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,CAMPINA GRANDE,PB,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,RECIFE,PE,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,CIANORTE,PR,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.23625,13,SÃO PAULO,SP,3312,23248,278379,1533006,137.17465,23667.0,1250,500,250,000,1.500.00000,17.279.46032
1000,30/12/2013,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,18.167.57125,5,SÃO LUIS,MA,504,17116,177777,1174300,360.23473,1.5708799999999998,1250,500,250,000,1.500.00000,17.695.11578
1000,30/12/2013,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,18.167.57125,5,CAMPINA VERDE,MG,504,17116,177777,1174300,360.23473,1.5708799999999998,1250,500,250,000,1.500.00000,17.695.11578
1000,30/12/2013,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,18.167.57125,5,RIO MANSO,MG,504,17116,177777,1174300,360.23473,1.5708799999999998,1250,500,250,000,1.500.00000,17.695.11578
1000,30/12/2013,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,18.167.57125,5,FLÓRIDA PAULISTA,SP,504,17116,177777,1174300,360.23473,1.5708799999999998,1250,500,250,000,1.500.00000,17.695.11578
1000,30/12/2013,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,18.167.57125,5,SÃO PAULO,SP,504,17116,177777,1174300,360.23473,1.5708799999999998,1250,500,250,000,1.500.00000,17.695.11578
1001,03/01/2014,23,8,6,17,14,25,21,13,12,10,19,11,5,20,7,21.157.84875,2,VITÓRIA,ES,552,23908,279583,1512176,872.75774,1.38996,1250,500,250,000,1.500.00000,18.097.92705
1001,03/01/2014,23,8,6,17,14,25,21,13,12,10,19,11,5,20,7,21.157.84875,2,GUARULHOS,SP,552,23908,279583,1512176,872.75774,1.38996,1250,500,250,000,1.500.00000,18.097.92705
1002,06/01/2014,22,18,17,8,12,4,24,21,15,20,14,3,13,16,10,19.844.83750,3,RIO BRANCO,AC,463,21800,281706,1399181,539.40918,1.5363,1250,500,250,000,1.500.00000,18.471.36417
1002,06/01/2014,22,18,17,8,12,4,24,21,15,20,14,3,13,16,10,19.844.83750,3,UBERLÂNDIA,MG,463,21800,281706,1399181,539.40918,1.5363,1250,500,250,000,1.500.00000,18.471.36417
1002,06/01/2014,22,18,17,8,12,4,24,21,15,20,14,3,13,16,10,19.844.83750,3,CAMBÉ,PR,463,21800,281706,1399181,539.40918,1.5363,1250,500,250,000,1.500.00000,18.471.36417
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,BA,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,DF,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,DF,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,ES,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,MG,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,MG,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,MG,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,PA,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,PA,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,PA,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,PA,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,PE,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,PE,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,RS,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,SP,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,SP,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,SP,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,SP,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,SP,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.00500,20,,SP,1491,30893,264106,1286624,83.61645,49301.0,1250,500,250,000,1.500.00000,18.857.28623
1004,10/01/2014,12,21,10,3,6,22,15,18,25,19,14,20,2,1,24,19.365.56625,2,CAMPO GRANDE,MS,634,16516,225118,1266871,915.76438,1.2698200000000002,1250,500,250,000,1.500.00000,19.279.94672
1004,10/01/2014,12,21,10,3,6,22,15,18,25,19,14,20,2,1,24,19.365.56625,2,GUARATUBA,PR,634,16516,225118,1266871,915.76438,1.2698200000000002,1250,500,250,000,1.500.00000,19.279.94672
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.84750,6,DAVINÓPOLIS,MA,1029,27316,277192,1409828,276.72060,70924.0,1250,500,250,000,1.500.00000,19.663.09832
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.84750,6,SABARÁ,MG,1029,27316,277192,1409828,276.72060,70924.0,1250,500,250,000,1.500.00000,19.663.09832
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.84750,6,PONTA GROSSA,PR,1029,27316,277192,1409828,276.72060,70924.0,1250,500,250,000,1.500.00000,19.663.09832
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.84750,6,NOVA IGUAÇU,RJ,1029,27316,277192,1409828,276.72060,70924.0,1250,500,250,000,1.500.00000,19.663.09832
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.84750,6,CAMPO LIMPO PAULISTA,SP,1029,27316,277192,1409828,276.72060,70924.0,1250,500,250,000,1.500.00000,19.663.09832
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.84750,6,CAPIVARI,SP,1029,27316,277192,1409828,276.72060,70924.0,1250,500,250,000,1.500.00000,19.663.09832
1006,15/01/2014,4,7,6,5,15,22,13,3,16,23,1,24,20,14,9,19.601.95000,0, , ,1040,20930,249120,1313774,000,73787.0,1250,500,250,1.745.81202,4.300.00000,20.065.97802
1007,17/01/2014,24,6,2,20,11,25,9,3,12,7,22,1,23,10,18,30.205.49250,3,BELÉM,PA,780,30264,372775,2076704,1.471.04716,1.50314,1250,500,250,000,1.500.00000,20.681.51560
1007,17/01/2014,24,6,2,20,11,25,9,3,12,7,22,1,23,10,18,30.205.49250,3,ANGRA DOS REIS,RJ,780,30264,372775,2076704,1.471.04716,1.50314,1250,500,250,000,1.500.00000,20.681.51560
1007,17/01/2014,24,6,2,20,11,25,9,3,12,7,22,1,23,10,18,30.205.49250,3,SÃO PAULO,SP,780,30264,372775,2076704,1.471.04716,1.50314,1250,500,250,000,1.500.00000,20.681.51560
1008,20/01/2014,19,12,13,7,6,18,3,16,10,8,22,17,9,1,21,19.504.47625,3,ITUIUTABA,MG,464,17351,229223,1308420,599.33356,1.7032900000000002,1250,500,250,000,1.500.00000,21.096.43885
1008,20/01/2014,19,12,13,7,6,18,3,16,10,8,22,17,9,1,21,19.504.47625,3,VACARIA,RS,464,17351,229223,1308420,599.33356,1.7032900000000002,1250,500,250,000,1.500.00000,21.096.43885
1008,20/01/2014,19,12,13,7,6,18,3,16,10,8,22,17,9,1,21,19.504.47625,3,SANTOS,SP,464,17351,229223,1308420,599.33356,1.7032900000000002,1250,500,250,000,1.500.00000,21.096.43885
1009,22/01/2014,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19.523.17000,5,ILHÉUS,BA,783,26432,287528,1428594,296.15096,83126.0,1250,500,250,000,1.500.00000,21.438.15152
1009,22/01/2014,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19.523.17000,5,SALVADOR,BA,783,26432,287528,1428594,296.15096,83126.0,1250,500,250,000,1.500.00000,21.438.15152
1009,22/01/2014,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19.523.17000,5,RIO PARDO DE MINAS,MG,783,26432,287528,1428594,296.15096,83126.0,1250,500,250,000,1.500.00000,21.438.15152
1009,22/01/2014,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19.523.17000,5,ARARUAMA,RJ,783,26432,287528,1428594,296.15096,83126.0,1250,500,250,000,1.500.00000,21.438.15152
1009,22/01/2014,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19.523.17000,5,SÃO PAULO,SP,783,26432,287528,1428594,296.15096,83126.0,1250,500,250,000,1.500.00000,21.438.15152
1010,24/01/2014,11,4,21,8,14,10,1,2,15,19,13,23,6,16,22,20.240.82000,1,HORTOLÂNDIA,SP,781,23337,258572,1335140,1.814.27250,1.0211,1250,500,250,000,1.500.00000,21.856.82979
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,SALVADOR,BA,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,VILA VELHA,ES,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,APARECIDA DE GOIÂNIA,GO,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,RIO QUENTE,GO,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,SETE LAGOAS,MG,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,PAULISTA,PE,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,MARECHAL CÂNDIDO RONDON,PR,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,RIO DE JANEIRO,RJ,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,CAPIVARI,SP,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,SANTANA DE PARNAÍBA,SP,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.98000,11,SÃO PAULO,SP,1392,43614,417821,1647955,82.61429,28696.0,1250,500,250,000,1.500.00000,22.066.54300
1012,29/01/2014,16,17,1,25,7,15,12,24,18,9,11,21,14,2,22,19.272.16875,2,Curitiba,PR,497,21639,230443,1301971,865.82237,1.53151,1250,500,250,000,1.500.00000,22.466.15334
1012,29/01/2014,16,17,1,25,7,15,12,24,18,9,11,21,14,2,22,19.272.16875,2,SÃO PAULO,SP,497,21639,230443,1301971,865.82237,1.53151,1250,500,250,000,1.500.00000,22.466.15334
1013,31/01/2014,7,18,1,4,20,17,3,19,11,21,13,23,10,2,5,20.231.16625,2,GOIÂNIA,GO,635,25378,316292,1619570,672.93933,93164.0,1250,500,250,000,1.500.00000,22.776.74073
1013,31/01/2014,7,18,1,4,20,17,3,19,11,21,13,23,10,2,5,20.231.16625,2,UBERLÂNDIA,MG,635,25378,316292,1619570,672.93933,93164.0,1250,500,250,000,1.500.00000,22.776.74073
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,BRASÍLIA,DF,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,MURIAÉ,MG,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,PATOS DE MINAS,MG,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,RIO DE JANEIRO,RJ,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,Aracaju,SE,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,SÃO JOSÉ DOS CAMPOS,SP,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.02750,7,SÃO PAULO,SP,1002,29104,308448,1543385,204.93893,62932.0,1250,500,250,000,1.500.00000,23.107.79593
1015,05/02/2014,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,19.890.78375,5,GOIÂNIA,GO,705,22656,321143,1444547,296.24769,92353.0,1250,500,250,000,1.500.00000,23.449.62020
1015,05/02/2014,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,19.890.78375,5,AREADO,MG,705,22656,321143,1444547,296.24769,92353.0,1250,500,250,000,1.500.00000,23.449.62020
1015,05/02/2014,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,19.890.78375,5,JUIZ DE FORA,MG,705,22656,321143,1444547,296.24769,92353.0,1250,500,250,000,1.500.00000,23.449.62020
1015,05/02/2014,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,19.890.78375,5,SÃO PAULO,SP,705,22656,321143,1444547,296.24769,92353.0,1250,500,250,000,1.500.00000,23.449.62020
1015,05/02/2014,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,19.890.78375,5,SÃO PAULO,SP,705,22656,321143,1444547,296.24769,92353.0,1250,500,250,000,1.500.00000,23.449.62020
1016,07/02/2014,15,3,19,20,25,2,21,23,1,12,6,14,5,11,16,20.557.99625,3,MONTES CLAROS,MG,450,18347,254800,1404566,611.92955,1.25524,1250,500,250,000,1.500.00000,23.873.26374
1016,07/02/2014,15,3,19,20,25,2,21,23,1,12,6,14,5,11,16,20.557.99625,3,PATOS DE MINAS,MG,450,18347,254800,1404566,611.92955,1.25524,1250,500,250,000,1.500.00000,23.873.26374
1016,07/02/2014,15,3,19,20,25,2,21,23,1,12,6,14,5,11,16,20.557.99625,3,MOGI DAS CRUZES,SP,450,18347,254800,1404566,611.92955,1.25524,1250,500,250,000,1.500.00000,23.873.26374
1017,10/02/2014,21,4,16,10,9,3,2,19,8,11,12,17,23,1,15,19.036.43500,4,BRASÍLIA,DF,538,18518,235827,1320821,417.12263,1.3632,1250,500,250,000,1.500.00000,24.258.30002
1017,10/02/2014,21,4,16,10,9,3,2,19,8,11,12,17,23,1,15,19.036.43500,4,CURITIBA,PR,538,18518,235827,1320821,417.12263,1.3632,1250,500,250,000,1.500.00000,24.258.30002
1017,10/02/2014,21,4,16,10,9,3,2,19,8,11,12,17,23,1,15,19.036.43500,4,SÃO PAULO,SP,538,18518,235827,1320821,417.12263,1.3632,1250,500,250,000,1.500.00000,24.258.30002
1017,10/02/2014,21,4,16,10,9,3,2,19,8,11,12,17,23,1,15,19.036.43500,4,SÃO PAULO,SP,538,18518,235827,1320821,417.12263,1.3632,1250,500,250,000,1.500.00000,24.258.30002
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,ITAJUÍPE,BA,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,MARACÁS,BA,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,NOVA CANAÃ,BA,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,BURITINÓPOLIS,GO,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,PARANAÍBA,MS,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,DOM ELISEU,PA,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,MARILENA,PR,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,NOVO HAMBURGO,RS,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,ARARAS,SP,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.97375,10,SÃO PAULO,SP,1333,32443,307032,1422788,140.87607,46454.0,1250,500,250,000,1.500.00000,24.583.39865
1019,14/02/2014,22,3,18,8,12,20,7,5,21,2,4,17,23,1,10,19.968.44875,4,MUNDO NOVO,BA,495,21377,276435,1469227,394.42632,1.401,1250,500,250,000,1.500.00000,24.947.48449
