Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_Números,Cidade,UF,Ganhadores_14_Números,Ganhadores_13_Números,Ganhadores_12_Números,Ganhadores_11_Números,Valor_Rateio_15_Números,Valor_Rateio_14_Números,Valor_Rateio_13_Números,Valor_Rateio_12_Números,Valor_Rateio_11_Números,Acumulado_15_Números,Estimativa_Premio,Valor_Acumulado_Especial
1,29/09/2003,18,20,25,23,10,11,24,14,6,2,13,9,5,16,3,000,5,,BA,154,4645,48807,257593,49.76582,68984.0,1000,400,200,000,000,000
1,29/09/2003,18,20,25,23,10,11,24,14,6,2,13,9,5,16,3,000,5,,PR,154,4645,48807,257593,49.76582,68984.0,1000,400,200,000,000,000
1,29/09/2003,18,20,25,23,10,11,24,14,6,2,13,9,5,16,3,000,5,,SP,154,4645,48807,257593,49.76582,68984.0,1000,400,200,000,000,000
1,29/09/2003,18,20,25,23,10,11,24,14,6,2,13,9,5,16,3,000,5,,SP,154,4645,48807,257593,49.76582,68984.0,1000,400,200,000,000,000
1,29/09/2003,18,20,25,23,10,11,24,14,6,2,13,9,5,16,3,000,5,,SP,154,4645,48807,257593,49.76582,68984.0,1000,400,200,000,000,000
2,06/10/2003,23,15,5,4,12,16,20,6,11,19,24,1,9,13,7,000,1,,SP,184,6232,81252,478188,596.32370,1.38895,1000,400,200,000,000,000
3,13/10/2003,20,23,12,8,6,1,7,11,14,4,16,10,9,17,24,000,2,,SP,158,6897,96244,608211,400.62370,2.17336,1000,400,200,000,000,000
3,13/10/2003,20,23,12,8,6,1,7,11,14,4,16,10,9,17,24,000,2,,SP,158,6897,96244,608211,400.62370,2.17336,1000,400,200,000,000,000
4,20/10/2003,16,5,25,24,23,8,12,2,17,18,1,10,4,19,13,000,1,,MT,258,9569,123912,706657,902.22602,1.49872,1000,400,200,000,000,000
5,27/10/2003,15,13,20,2,11,24,9,16,4,23,25,12,8,19,1,000,2,,BA,472,14736,195636,860992,380.01755,68749.0,1000,400,200,000,000,000
5,27/10/2003,15,13,20,2,11,24,9,16,4,23,25,12,8,19,1,000,2,,MS,472,14736,195636,860992,380.01755,68749.0,1000,400,200,000,000,000
6,03/11/2003,23,19,1,5,7,21,16,10,15,25,6,2,12,4,17,000,2,,RJ,393,14242,162320,888301,489.14006,1.06683,1000,400,200,000,000,000
6,03/11/2003,23,19,1,5,7,21,16,10,15,25,6,2,12,4,17,000,2,,RS,393,14242,162320,888301,489.14006,1.06683,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,BA,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,DF,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,GO,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,GO,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,MG,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,RJ,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,RJ,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,RS,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
7,10/11/2003,22,4,15,8,16,14,21,23,12,1,25,19,7,10,18,000,9,,SP,1333,25878,206828,967358,104.62529,30159.0,1000,400,200,000,000,000
8,17/11/2003,19,16,18,9,13,8,5,25,17,10,6,15,1,22,20,000,1,,BA,256,11414,149037,926910,1.201.95808,2.01221,1000,400,200,000,000,000
9,24/11/2003,21,4,17,5,3,13,16,9,20,24,25,19,11,15,10,000,3,,PR,407,14973,213511,1104328,336.05365,1.0616,1000,400,200,000,000,000
9,24/11/2003,21,4,17,5,3,13,16,9,20,24,25,19,11,15,10,000,3,,SP,407,14973,213511,1104328,336.05365,1.0616,1000,400,200,000,000,000
9,24/11/2003,21,4,17,5,3,13,16,9,20,24,25,19,11,15,10,000,3,,SP,407,14973,213511,1104328,336.05365,1.0616,1000,400,200,000,000,000
10,01/12/2003,24,19,8,23,6,2,20,11,9,3,4,10,5,12,14,000,0, , ,380,15767,207355,1186563,000,1.15708,1000,400,200,1.025.94500,000,000
11,08/12/2003,24,9,8,19,20,22,6,10,11,16,7,25,23,2,12,000,0, , ,306,14249,216679,1343171,000,1.85582,1000,400,200,2.351.00093,000,000
12,15/12/2003,11,5,25,1,9,8,16,4,7,24,17,2,12,14,10,000,1,,GO,631,24400,322557,1607584,3.490.96618,77132.0,1000,400,200,000,000,000
13,22/12/2003,13,6,10,5,8,14,3,11,16,15,9,17,19,7,23,000,3,,PR,714,27399,320961,1501354,269.15725,48284.0,1000,400,200,000,000,000
13,22/12/2003,13,6,10,5,8,14,3,11,16,15,9,17,19,7,23,000,3,,RJ,714,27399,320961,1501354,269.15725,48284.0,1000,400,200,000,000,000
13,22/12/2003,13,6,10,5,8,14,3,11,16,15,9,17,19,7,23,000,3,,SP,714,27399,320961,1501354,269.15725,48284.0,1000,400,200,000,000,000
14,29/12/2003,14,21,13,19,20,6,9,5,7,23,18,1,15,2,25,000,3,,RS,444,15413,214582,1149506,411.36289,1.19121,1000,400,200,000,000,000
14,29/12/2003,14,21,13,19,20,6,9,5,7,23,18,1,15,2,25,000,3,,SP,444,15413,214582,1149506,411.36289,1.19121,1000,400,200,000,000,000
14,29/12/2003,14,21,13,19,20,6,9,5,7,23,18,1,15,2,25,000,3,,SP,444,15413,214582,1149506,411.36289,1.19121,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,DF,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,DF,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,DF,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,ES,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,GO,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,MG,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,MG,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,MG,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,MT,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,PE,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,PR,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,PR,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,RJ,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,RJ,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
15,05/01/2004,23,6,21,4,10,24,16,1,15,2,8,19,12,18,25,000,22,,SP,2059,38038,379994,1198158,27.52568,12558.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,AL,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,DF,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,MG,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,MG,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,PR,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,PR,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,RO,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,RS,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
16,12/01/2004,24,17,5,8,7,12,13,2,15,10,19,25,23,21,6,000,9,,SP,1086,29005,329409,1471908,83.93577,29698.0,1000,400,200,000,000,000
17,19/01/2004,13,20,17,1,6,7,2,14,5,9,16,19,3,21,18,000,1,,SP,320,14425,232740,1083387,1.427.16994,1.91139,1000,400,200,000,000,000
18,26/01/2004,2,23,10,7,11,14,17,22,15,6,24,8,19,20,18,000,3,,MT,309,12373,174339,1079894,487.88761,2.03005,1000,400,200,000,000,000
18,26/01/2004,2,23,10,7,11,14,17,22,15,6,24,8,19,20,18,000,3,,RJ,309,12373,174339,1079894,487.88761,2.03005,1000,400,200,000,000,000
18,26/01/2004,2,23,10,7,11,14,17,22,15,6,24,8,19,20,18,000,3,,TO,309,12373,174339,1079894,487.88761,2.03005,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,GO,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,MG,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,MG,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,MT,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,PA,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,PI,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,RJ,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,SP,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,SP,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
19,02/02/2004,15,17,10,23,11,24,13,14,6,2,8,5,20,16,7,000,10,,SP,818,23594,326913,1333412,82.04005,42820.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,BA,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,MA,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,MG,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,MS,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,MS,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,PA,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,PE,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,PR,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
20,09/02/2004,4,9,8,24,16,20,3,17,18,19,7,6,23,14,10,000,9,,SP,931,19580,266087,1462294,122.88204,50717.0,1000,400,200,000,000,000
21,16/02/2004,5,2,1,22,19,8,24,4,25,23,18,20,14,11,16,000,3,,BA,316,13077,203475,1211951,530.99023,2.16045,1000,400,200,000,000,000
21,16/02/2004,5,2,1,22,19,8,24,4,25,23,18,20,14,11,16,000,3,,GO,316,13077,203475,1211951,530.99023,2.16045,1000,400,200,000,000,000
21,16/02/2004,5,2,1,22,19,8,24,4,25,23,18,20,14,11,16,000,3,,RJ,316,13077,203475,1211951,530.99023,2.16045,1000,400,200,000,000,000
22,25/02/2004,13,15,5,9,7,10,1,3,22,2,25,14,6,4,12,000,1,,BA,484,55372,152738,868693,1.081.14989,95734.0,1000,400,200,000,000,000
23,01/03/2004,10,11,5,19,18,14,6,4,20,1,8,3,12,16,17,000,1,,SE,541,16248,215670,1187602,1.178.45205,93355.0,1000,400,200,000,000,000
24,08/03/2004,1,19,21,14,2,23,25,5,20,11,7,10,24,17,3,000,2,,RJ,585,22453,258724,1286374,662.29589,97040.0,1000,400,200,000,000,000
24,08/03/2004,1,19,21,14,2,23,25,5,20,11,7,10,24,17,3,000,2,,RO,585,22453,258724,1286374,662.29589,97040.0,1000,400,200,000,000,000
25,15/03/2004,4,23,20,2,5,13,7,9,24,3,1,6,14,22,16,000,0, , ,417,16108,213231,1288117,000,1.43773,1000,400,200,1.398.91067,000,000
26,22/03/2004,19,11,7,16,8,21,5,10,20,13,23,9,17,14,22,000,3,,PE,602,22397,317722,1659205,970.67617,1.07721,1000,400,200,000,000,000
26,22/03/2004,19,11,7,16,8,21,5,10,20,13,23,9,17,14,22,000,3,,SP,602,22397,317722,1659205,970.67617,1.07721,1000,400,200,000,000,000
26,22/03/2004,19,11,7,16,8,21,5,10,20,13,23,9,17,14,22,000,3,,SP,602,22397,317722,1659205,970.67617,1.07721,1000,400,200,000,000,000
27,29/03/2004,25,6,22,21,11,24,3,14,12,13,20,8,10,15,18,000,2,,DF,466,15650,216827,1192912,811.00539,1.49173,1000,400,200,000,000,000
27,29/03/2004,25,6,22,21,11,24,3,14,12,13,20,8,10,15,18,000,2,,SP,466,15650,216827,1192912,811.00539,1.49173,1000,400,200,000,000,000
28,05/04/2004,18,21,11,7,9,3,20,16,14,12,13,17,1,19,10,000,2,,GO,556,22300,307113,1363336,536.91665,82773.0,1000,400,200,000,000,000
28,05/04/2004,18,21,11,7,9,3,20,16,14,12,13,17,1,19,10,000,2,,MT,556,22300,307113,1363336,536.91665,82773.0,1000,400,200,000,000,000
29,12/04/2004,13,14,6,1,24,4,8,5,17,22,21,19,20,9,16,000,5,,CE,456,14375,181147,1203109,317.53881,1.49219,1000,400,200,000,000,000
29,12/04/2004,13,14,6,1,24,4,8,5,17,22,21,19,20,9,16,000,5,,MG,456,14375,181147,1203109,317.53881,1.49219,1000,400,200,000,000,000
29,12/04/2004,13,14,6,1,24,4,8,5,17,22,21,19,20,9,16,000,5,,RJ,456,14375,181147,1203109,317.53881,1.49219,1000,400,200,000,000,000
29,12/04/2004,13,14,6,1,24,4,8,5,17,22,21,19,20,9,16,000,5,,RS,456,14375,181147,1203109,317.53881,1.49219,1000,400,200,000,000,000
29,12/04/2004,13,14,6,1,24,4,8,5,17,22,21,19,20,9,16,000,5,,SP,456,14375,181147,1203109,317.53881,1.49219,1000,400,200,000,000,000
30,19/04/2004,22,2,1,17,8,4,19,20,11,14,6,21,7,23,3,000,2,,MG,345,13480,184916,1136035,813.27134,2.02055,1000,400,200,000,000,000
30,19/04/2004,22,2,1,17,8,4,19,20,11,14,6,21,7,23,3,000,2,,SP,345,13480,184916,1136035,813.27134,2.02055,1000,400,200,000,000,000
31,26/04/2004,1,3,22,14,21,17,24,15,20,13,2,19,4,25,9,000,3,,DF,250,13005,189635,1161305,503.45170,2.58918,1000,400,200,000,000,000
31,26/04/2004,1,3,22,14,21,17,24,15,20,13,2,19,4,25,9,000,3,,ES,250,13005,189635,1161305,503.45170,2.58918,1000,400,200,000,000,000
31,26/04/2004,1,3,22,14,21,17,24,15,20,13,2,19,4,25,9,000,3,,SP,250,13005,189635,1161305,503.45170,2.58918,1000,400,200,000,000,000
32,03/05/2004,10,14,9,16,15,7,22,6,4,2,1,17,23,11,20,000,2,,BA,384,14060,199525,1175480,706.63489,1.57731,1000,400,200,000,000,000
32,03/05/2004,10,14,9,16,15,7,22,6,4,2,1,17,23,11,20,000,2,,SP,384,14060,199525,1175480,706.63489,1.57731,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,BA,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,ES,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,GO,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,MA,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,PR,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,RJ,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,SE,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,SP,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
33,10/05/2004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,000,9,,SP,1358,35450,328729,1417927,109.17184,30891.0,1000,400,200,000,000,000
34,17/05/2004,7,19,16,10,23,4,18,11,8,9,20,21,1,2,15,000,0, , ,407,16589,216210,1359006,000,1.3812,1000,400,200,1.311.67501,000,000
35,24/05/2004,12,1,13,23,19,21,17,11,22,6,25,16,14,5,4,000,1,,RS,291,12750,191524,1338198,3.155.82004,2.71598,1000,400,200,000,000,000
36,31/05/2004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,000,6,,BA,1573,40526,453277,1414816,92.82837,15118.0,1000,400,200,000,000,000
36,31/05/2004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,000,6,,DF,1573,40526,453277,1414816,92.82837,15118.0,1000,400,200,000,000,000
36,31/05/2004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,000,6,,PE,1573,40526,453277,1414816,92.82837,15118.0,1000,400,200,000,000,000
36,31/05/2004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,000,6,,PR,1573,40526,453277,1414816,92.82837,15118.0,1000,400,200,000,000,000
36,31/05/2004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,000,6,,RS,1573,40526,453277,1414816,92.82837,15118.0,1000,400,200,000,000,000
36,31/05/2004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,000,6,,SP,1573,40526,453277,1414816,92.82837,15118.0,1000,400,200,000,000,000
37,07/06/2004,24,20,5,15,10,22,21,3,1,23,11,4,13,8,9,000,1,,MT,283,11976,182815,1220504,1.371.52832,2.07702,1000,400,200,000,000,000
38,14/06/2004,14,13,8,16,1,10,3,7,15,25,9,2,24,6,22,000,0, , ,298,12361,181763,1122407,000,2.24091,1000,400,200,1.558.18250,000,000
39,21/06/2004,14,15,7,19,8,9,22,17,23,18,2,11,24,13,21,000,3,,RJ,915,31607,352332,1626512,888.00360,51600.0,1000,400,200,000,000,000
39,21/06/2004,14,15,7,19,8,9,22,17,23,18,2,11,24,13,21,000,3,,SP,915,31607,352332,1626512,888.00360,51600.0,1000,400,200,000,000,000
39,21/06/2004,14,15,7,19,8,9,22,17,23,18,2,11,24,13,21,000,3,,SP,915,31607,352332,1626512,888.00360,51600.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,BA,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,DF,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,MG,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,RS,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,SC,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,SP,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,SP,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,SP,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
40,28/06/2004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,000,9,,SP,650,20792,266561,1331593,129.46267,76533.0,1000,400,200,000,000,000
41,05/07/2004,25,4,23,18,17,19,15,13,9,3,12,20,21,16,2,000,5,,DF,431,16555,218669,1304019,285.09161,1.41743,1000,400,200,000,000,000
41,05/07/2004,25,4,23,18,17,19,15,13,9,3,12,20,21,16,2,000,5,,RS,431,16555,218669,1304019,285.09161,1.41743,1000,400,200,000,000,000
41,05/07/2004,25,4,23,18,17,19,15,13,9,3,12,20,21,16,2,000,5,,RS,431,16555,218669,1304019,285.09161,1.41743,1000,400,200,000,000,000
41,05/07/2004,25,4,23,18,17,19,15,13,9,3,12,20,21,16,2,000,5,,SP,431,16555,218669,1304019,285.09161,1.41743,1000,400,200,000,000,000
41,05/07/2004,25,4,23,18,17,19,15,13,9,3,12,20,21,16,2,000,5,,SP,431,16555,218669,1304019,285.09161,1.41743,1000,400,200,000,000,000
42,12/07/2004,1,24,12,25,4,3,21,8,11,6,15,22,14,17,5,000,1,,SP,351,14288,205537,1065540,1.731.43115,2.11408,1000,400,200,000,000,000
43,19/07/2004,23,22,3,17,1,24,14,19,8,6,9,18,20,7,10,000,2,,MS,448,31225,257520,1394077,550.55379,1.05336,1000,400,200,000,000,000
43,19/07/2004,23,22,3,17,1,24,14,19,8,6,9,18,20,7,10,000,2,,MS,448,31225,257520,1394077,550.55379,1.05336,1000,400,200,000,000,000
44,26/07/2004,23,21,12,19,5,4,6,13,14,10,3,18,24,11,25,000,0, , ,334,12675,172526,1140441,000,2.05693,1000,400,200,1.603.03694,000,000
45,02/08/2004,1,23,14,16,2,19,18,7,21,9,24,25,17,5,3,000,4,,MG,602,23232,353114,1591989,731.52588,94191.0,1000,400,200,000,000,000
45,02/08/2004,1,23,14,16,2,19,18,7,21,9,24,25,17,5,3,000,4,,MG,602,23232,353114,1591989,731.52588,94191.0,1000,400,200,000,000,000
45,02/08/2004,1,23,14,16,2,19,18,7,21,9,24,25,17,5,3,000,4,,PA,602,23232,353114,1591989,731.52588,94191.0,1000,400,200,000,000,000
45,02/08/2004,1,23,14,16,2,19,18,7,21,9,24,25,17,5,3,000,4,,SP,602,23232,353114,1591989,731.52588,94191.0,1000,400,200,000,000,000
46,09/08/2004,6,14,8,11,24,18,19,23,2,5,4,21,10,1,25,000,4,,DF,825,24898,340899,1460500,308.54913,63871.0,1000,400,200,000,000,000
46,09/08/2004,6,14,8,11,24,18,19,23,2,5,4,21,10,1,25,000,4,,DF,825,24898,340899,1460500,308.54913,63871.0,1000,400,200,000,000,000
46,09/08/2004,6,14,8,11,24,18,19,23,2,5,4,21,10,1,25,000,4,,SP,825,24898,340899,1460500,308.54913,63871.0,1000,400,200,000,000,000
46,09/08/2004,6,14,8,11,24,18,19,23,2,5,4,21,10,1,25,000,4,,SP,825,24898,340899,1460500,308.54913,63871.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,BA,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
47,16/08/2004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,000,16,,MT,933,25668,259783,1267303,94.68543,69326.0,1000,400,200,000,000,000
